Chr	Gene_ID	Product description	Gene Identification	MIS	MFS	# of insertions in CDS	# of nor malized reads (raw)	Note*	# of TTAA in CDS	TTAA density in CDS	transcript length	geneStart	endStart	gene strand	Ortholog count	Paralog count	NonSyn/Syn SNP Ratio	GO Processes	GO Functions	GO Components		
chr14	PF3D7_1449600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.122	-3.135	0	15.07		25	16.5	1515	2035123	2036637	-	17	0	6.2	N/A	N/A	N/A		
chr14	PF3D7_1449700	exosome complex exonuclease RRP6	Non - Mutable in CDS	0.119	-3.009	0	35.27		53	15.54	3411	2038139	2041549	-	17	0	3.37	N/A	N/A	"exosome (RNase complex), nuclear periphery"		
chr14	PF3D7_1449800	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.121	-3.201	0	1.22		8	14.98	534	2043016	2043549	+	20	0	5.5	N/A	N/A	N/A		
chr14	PF3D7_1449900	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.144	-3.174	0	10.1		19	18.57	1023	2044014	2045036	-	18	0	3.67	N/A	N/A	N/A		
chr14	PF3D7_1450000	"serine/threonine protein kinase, putative"	Non - Mutable in CDS	0.127	-2.929	0	6.81		16	14.15	1131	2047800	2050090	+	18	0	2.4	protein phosphorylation	protein kinase activity	N/A		
chr14	PF3D7_1450100	signal recognition particle subunit SRP54	Non - Mutable in CDS	0.122	-3.044	0	7.92		25	16.63	1503	2051628	2053130	-	18	0	0.92	SRP-dependent cotranslational protein targeting to membrane	"7S RNA binding, protein binding, ribosome binding, signal sequence binding"	"cytosol, endoplasmic reticulum membrane, nucleus, signal recognition particle, endoplasmic reticulum targeting"		
chr14	PF3D7_1450200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.204	-3.912	0	0.42	tentative	8	21	381	2055798	2056444	+	17	0	2.5	N/A	N/A	N/A		
chr14	PF3D7_1450300	"NADPH--cytochrome P450 reductase, putative"	Non - Mutable in CDS	0.157	-3.25	0	24.63		50	19.25	2598	2056648	2059245	+	18	0	3	N/A	N/A	N/A		
chr14	PF3D7_1450400	"zinc finger protein, putative"	Mutable in CDS	1	-1.418	3	170.29		66	11.92	5535	2059943	2065777	-	19	0	2.25	N/A	N/A	N/A		
chr14	PF3D7_1450500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.999	-2.077	1	51.19		52	10.48	4962	2067748	2073665	-	19	0	5.13	N/A	N/A	N/A		
chr14	PF3D7_1450600	"S-adenosylmethionine-dependent methyltransferase, putative"	Non - Mutable in CDS	0.223	-2.648	0	15.26		20	11.34	1764	2075595	2077358	-	36	1	2.67	N/A	N/A	N/A		
chr14	PF3D7_1450700	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.391	1	52.29		12	6.44	1863	2078497	2080359	+	16	0	3.65	N/A	N/A	N/A		
chr14	PF3D7_1450800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.965	-2.854	2	23.05		27	20	1350	2080907	2082256	-	18	0	2.75	N/A	N/A	N/A		
chr14	PF3D7_1450900	"acetyl-CoA acetyltransferase, putative"	Non - Mutable in CDS	0.162	-2.727	0	7.38		15	12.53	1197	2083240	2084674	+	18	0	1.86	fatty acid metabolic process	acetyl-CoA C-acetyltransferase activity	N/A		
chr14	PF3D7_1451000	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.991	-2.641	1	19.69		29	12.01	2415	2085114	2087528	-	19	0	6.5	N/A	N/A	N/A		
chr14	PF3D7_1451100	elongation factor 2	Non - Mutable in CDS	0.368	-2.544	0	7.07		25	10	2499	2090911	2093409	+	18	0	0.36	"response to drug, translational elongation"	"GTP binding, translation elongation factor activity"	N/A		
chr14	PF3D7_1451200	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.046	5	99.71		59	13.07	4515	2094349	2099745	-	17	0	3.28	N/A	N/A	N/A		
chr14	PF3D7_1451300	"E3 SUMO-protein ligase NSE2, putative"	Non - Mutable in CDS	0.624	-2.425	0	1.54		6	8.7	690	2104956	2107056	+	18	0	1	N/A	N/A	N/A		
chr14	PF3D7_1451400	transcriptional regulatory protein sir2b	Mutable in CDS	1	-0.804	4	172.95		42	10.73	3915	2108883	2112797	+	18	0	2.75	"regulation of transcription, DNA-templated"	NAD-dependent histone deacetylase activity	N/A		
chr14	PF3D7_1451500	"pre-mRNA-splicing factor CWF18, putative"	Mutable in CDS	0.554	-2.03	1	7.1		8	18.02	444	2113570	2114013	-	17	0	1	N/A	N/A	N/A		
chr14	PF3D7_1451600	LCCL domain-containing protein	Non - Mutable in CDS	0.366	-2.734	0	9.1		26	10.01	2598	2115445	2118199	-	36	1	1.64	N/A	N/A	crystalloid		
chr14	PF3D7_1451700	calcineurin subunit B	Non - Mutable in CDS	0.996	0	0	0	tentative	3	5.62	534	2118956	2120289	-	18	0	0	"entry into host cell, protein dephosphorylation"	calcium-dependent protein serine/threonine phosphatase regulator activity	"calcineurin complex, cytoplasm"		
chr14	PF3D7_1451800	sortilin	Non - Mutable in CDS	0.572	-2.361	0	11.79		24	8.93	2688	2123470	2126608	+	18	0	1.4	endocytosis	lipid transporter activity	Golgi apparatus		
chr14	PF3D7_1451900	"ribosome biogenesis protein TSR1, putative"	Non - Mutable in CDS	0.159	-2.786	0	27.25		39	12.62	3090	2128177	2131266	-	18	0	5	N/A	N/A	N/A		
chr14	PF3D7_1452000	rhoptry neck protein 2	Non - Mutable in CDS	0.229	-2.619	0	29.54		74	11.26	6570	2134307	2140876	+	18	0	4.61	N/A	protein binding	rhoptry neck		
chr14	PF3D7_1452100	leucine-rich repeat protein	Mutable in CDS	0.123	-3.788	1	26.49		34	33.43	1017	2141671	2142687	+	17	0	9	N/A	N/A	N/A		
chr14	PF3D7_1452200	"aminomethyltransferase, putative"	Non - Mutable in CDS	0.123	-3.014	0	12.19		23	14.6	1575	2143311	2144885	+	18	0	2.38	N/A	N/A	N/A		
chr14	PF3D7_1452300	DER1-like protein	Mutable in CDS	0.389	-1.07	1	128.49		21	19.72	1065	2145175	2146239	-	18	0	1.4	"ER-associated ubiquitin-dependent protein catabolic process, regulation of cell cycle process"	ATPase activity	"apicoplast, integral component of membrane"		
chr14	PF3D7_1452400	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.502	-2.536	0	24.16		25	9.25	2703	2148430	2151132	+	18	0	6.22	N/A	N/A	N/A		
chr14	PF3D7_1452500	"SNARE protein, putative"	Non - Mutable in CDS	0.128	-3.041	0	2.48		11	17.3	636	2151832	2153623	-	18	0	0.6	"intracellular protein transport, regulation of vesicle fusion"	SNAP receptor activity	SNARE complex		
chr14	PF3D7_1452600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.14	-2.896	0	74.45		134	13.34	10044	2155745	2166476	+	18	0	2.64	N/A	N/A	N/A		
chr14	PF3D7_1452700	"U1 snRNA associated protein, putative"	Non - Mutable in CDS	0.191	-3.134	0	1.55		12	11.87	1011	2167228	2169549	+	17	0	0.8	N/A	N/A	N/A		
chr14	PF3D7_1452800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.999	-2.825	2	7.38		12	15.56	771	2170470	2171699	+	17	0	1.8	N/A	N/A	N/A		
chr14	PF3D7_1452900	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.12	-3.077	0	4.43		11	16.01	687	2171878	2172564	-	15	0	1.75	N/A	N/A	N/A		
chr14	PF3D7_1453000	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.921	-2.955	1	26.08		40	14.31	2796	2173036	2175831	-	19	0	2.53	N/A	N/A	N/A		
chr14	PF3D7_1453100	"dynactin subunit 4, putative"	Mutable in CDS	0.994	-1.81	2	76.98		33	17.43	1893	2176846	2178738	-	18	0	4.43	N/A	N/A	N/A		
chr14	PF3D7_1453200	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.704	-1.834	1	98.81		75	16.71	4488	2179528	2186640	+	19	0	5.78	N/A	N/A	N/A		
chr14	PF3D7_1453300	"Yos1-like protein, putative"	Non - Mutable in CDS	0.228	-3.556	0	3.09	tentative	5	21.65	231	2187394	2187624	+	15	0	0	N/A	N/A	N/A		
chr14	PF3D7_1453400	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.893	12	606.14		89	15.42	5772	2188183	2193954	+	19	0	2.36	N/A	N/A	N/A		
chr14	PF3D7_1453500	"pyridine nucleotide transhydrogenase, putative"	Non - Mutable in CDS	0.246	-2.681	0	21.95		39	11.05	3531	2194699	2198485	-	18	0	1.52	N/A	N/A	"apicoplast, integral component of membrane, mitochondrion"		
chr14	PF3D7_1453600	"RAP protein, putative"	Mutable in CDS	1	-1.673	2	163.59		74	14.29	5178	2199376	2204713	-	19	0	4.13	N/A	N/A	N/A		
chr14	PF3D7_1453700	co-chaperone p23	Non - Mutable in CDS	0.682	-3.002	0	0.42		7	8.45	828	2207032	2208325	+	18	0	0.6	protein folding	chaperone binding	N/A		
chr14	PF3D7_1453800	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	Non - Mutable in CDS	0.121	-2.984	0	20.84		45	16.47	2733	2209797	2212529	-	18	0	2.18	"glucose 6-phosphate metabolic process, pentose-phosphate shunt"	"6-phosphogluconolactonase activity, drug binding, glucose-6-phosphate dehydrogenase activity"	cytosol		
chr14	PF3D7_1453900	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.178	-2.752	0	26.32		35	12.13	2886	2214915	2217800	+	18	0	5.5	N/A	N/A	N/A		
chr14	PF3D7_1454000	"RNA-binding protein, putative"	Non - Mutable in CDS	0.244	-2.624	0	18.46		17	11.07	1536	2219085	2220620	+	18	0	4.25	N/A	RNA binding	N/A		
chr14	PF3D7_1454100	"tRNA intron endonuclease, putative"	Non - Mutable in CDS	0.125	-3.121	0	0.75	tentative	5	17.01	294	2221356	2221889	+	17	0	0	"tRNA splicing, via endonucleolytic cleavage and ligation"	tRNA-intron endonuclease activity	tRNA-intron endonuclease complex		
chr14	PF3D7_1454200	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.633	0.08	1	862.67		73	17.32	4215	2222495	2226709	-	18	0	1.97	N/A	N/A	N/A		
chr14	PF3D7_1454300	serine/threonine protein kinase KIN	Mutable in CDS	1	-1.692	4	68.71		26	11.31	2298	2229289	2231586	+	11	0	2.89	protein phosphorylation	protein serine/threonine kinase activity	N/A		
chr14	PF3D7_1454400	aminopeptidase P	Non - Mutable in CDS	0.142	-3.25	0	24.99		43	18.42	2334	2234146	2236479	+	18	0	7.75	"hemoglobin catabolic process, proteolysis"	"metalloaminopeptidase activity, protein homodimerization activity"	"cytosol, food vacuole"		
chr14	PF3D7_1454500	"iron sulfur cluster assembly protein, putative"	Non - Mutable in CDS	0.141	-3.156	0	3.92	tentative	9	18.4	489	2238397	2238885	+	18	0	2.5	cellular iron ion homeostasis	iron ion binding	mitochondrion		
chr14	PF3D7_1454600	"mitochondrial ribosomal protein S11 precursor, putative"	Non - Mutable in CDS	0.347	-2.911	0	2.76		7	10.14	690	2239541	2240230	-	18	0	0.67	translation	structural constituent of ribosome	"mitochondrion, organellar small ribosomal subunit"		
chr14	PF3D7_1454700	"6-phosphogluconate dehydrogenase, decarboxylating, putative"	Non - Mutable in CDS	0.119	-3.063	0	14.62		22	15.64	1407	2241436	2242842	+	18	0	1.17	pentose-phosphate shunt	phosphogluconate dehydrogenase (decarboxylating) activity	intracellular		
chr14	PF3D7_1454800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.473	3	37.76		3	6.06	495	2243876	2244370	+	18	0	2	N/A	N/A	N/A		
chr14	PF3D7_1454900	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.647	-2.439	0	1.5	tentative	4	8.6	465	2245103	2245567	-	18	0	0	N/A	N/A	N/A		
chr14	PF3D7_1455000	"protein phosphatase PPM3, putative"	Mutable in CDS	0.574	-3.109	1	12.74		22	17.84	1233	2247248	2249753	-	18	0	0	protein dephosphorylation	protein serine/threonine phosphatase activity	"cytoplasm, nucleus"		
chr14	PF3D7_1455100	"protein tyrosine phosphatase, putative"	Mutable in CDS	0.831	-0.409	1	51.51		8	15.5	516	2251191	2251937	-	5	0	0.75	N/A	N/A	"apical part of cell, cytoplasm, nucleus"		
chr14	PF3D7_1455200.1	"methyltransferase, putative, unspecified product"	Non - Mutable in CDS	0.763	-2.051	0	1.04		5	8.09	618	2255065	2256744	+	38	2	5	N/A	N/A	N/A		
chr14	PF3D7_1455300	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.156	1	19.2		16	8.73	1833	2259468	2261300	+	18	0	5	N/A	N/A	N/A		
chr14	PF3D7_1455400	hemolysin III	Non - Mutable in CDS	0.149	-2.758	0	4.11		11	12.96	849	2262742	2263804	-	18	0	2	hemolysis in other organism	N/A	food vacuole		
chr14	PF3D7_1455500	"AP-1 complex subunit gamma, putative"	Non - Mutable in CDS	0.12	-3.152	0	20.56		52	16.02	3246	2267204	2270854	+	18	0	2.42	intracellular protein transport	N/A	"clathrin adaptor complex, trans-Golgi network"		
chr14	PF3D7_1455600	"ferlin, putative"	Non - Mutable in CDS	0.131	-2.971	0	26.21		79	13.82	5715	2271532	2277246	-	18	0	2.66	N/A	N/A	N/A		
chr14	PF3D7_1455700	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	0.171	8	597.47		44	13.61	3234	2278704	2282165	-	19	0	2.71	N/A	N/A	N/A		
chr14	PF3D7_1455800	LCCL domain-containing protein	Mutable in CDS	0.979	-2.053	1	88.47		62	12.77	4854	2285116	2290230	+	19	0	1.95	N/A	N/A	"crystalloid, symbiont-containing vacuole"		
chr14	PF3D7_1455900	"polyprenol reductase, putative"	Non - Mutable in CDS	0.152	-3.025	0	5.62		12	12.86	933	2290890	2292694	-	18	0	3	N/A	N/A	N/A		
chr14	PF3D7_1456000	transcription factor with AP2 domain(s)	Mutable in CDS	1	-2.382	3	40.43		42	10.18	4125	2296494	2300871	+	17	0	2.53	N/A	N/A	apicoplast		
chr14	PF3D7_1456100	"serine hydroxymethyltransferase, putative"	Mutable in CDS	0.916	-2.908	2	18.86		30	21.6	1389	2301459	2302847	-	18	0	12	N/A	glycine hydroxymethyltransferase activity	mitochondrion		
chr14	PF3D7_1456200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.167	-2.717	0	27.03		36	12.4	2904	2303568	2306471	+	18	0	2.79	N/A	N/A	N/A		
chr14	PF3D7_1456300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.124	-2.975	0	13.99		18	14.42	1248	2306958	2308205	-	18	0	1.33	N/A	N/A	N/A		
chr14	PF3D7_1456400	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	0.311	6	430.76		37	12.14	3048	2309184	2312475	-	18	0	4.7	N/A	N/A	N/A		
chr14	PF3D7_1456500	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.12	-3.035	0	50.86		115	16.03	7176	2314383	2321558	+	18	0	3.82	N/A	N/A	N/A		
chr14	PF3D7_1456600	"mitochondrial ribosomal protein L28 precursor, putative"	Non - Mutable in CDS	0.132	-3.158	0	12.06		15	17.73	846	2321956	2322801	-	18	0	1.25	N/A	N/A	N/A		
chr14	PF3D7_1456700	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.119	-3.01	0	16.89		32	15.57	2055	2323775	2325829	-	18	0	2.21	N/A	N/A	N/A		
chr14	PF3D7_1456800	"V-type H(+)-translocating pyrophosphatase, putative"	Non - Mutable in CDS	0.238	-2.573	0	9.35		24	11.14	2154	2329936	2332089	-	36	1	0.53	regulation of pH	"hydrogen ion transmembrane transporter activity, hydrogen-translocating pyrophosphatase activity"	food vacuole		
chr14	PF3D7_1456900	"conserved protein, unknown function"	Mutable in CDS	0.554	0	1	0		8	18.02	444	2334790	2335965	+	17	0	1.33	N/A	N/A	N/A		
chr14	PF3D7_1457000	signal peptide peptidase	Non - Mutable in CDS	0.767	-2.528	0	3.22		10	8.07	1239	2336652	2339156	-	18	0	1.6	signal peptide processing	protein homodimerization activity	"endoplasmic reticulum, microneme"		
chr14	PF3D7_1457100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.534	4	360.73		30	13.37	2244	2340787	2343030	+	18	0	3.43	N/A	N/A	N/A		
chr14	PF3D7_1457200	thioredoxin 1	Non - Mutable in CDS	0.156	-2.728	0	3.32	tentative	4	12.7	315	2343643	2344221	-	23	0	1	N/A	N/A	cytosol		
chr14	PF3D7_1457300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.12	-3.046	0	13.06		31	16.15	1920	2346181	2348100	-	18	0	1.33	N/A	N/A	N/A		
chr14	PF3D7_1457400	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.141	-2.874	0	75.2		122	13.31	9168	2350988	2360155	+	19	0	3.92	N/A	N/A	N/A		
chr14	PF3D7_1457500	vacuolar protein sorting-associated protein 4	Non - Mutable in CDS	0.12	-3.019	0	11.05		19	15.08	1260	2360877	2362136	-	18	0	2	intracellular protein transport	ATPase activity	cytoplasm		
chr14	PF3D7_1457600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.217	-2.778	0	12.08		19	11.43	1662	2363581	2365373	+	18	0	3.56	N/A	N/A	N/A		
chr14	PF3D7_1457700	"large ribosomal subunit nuclear export factor, putative"	Non - Mutable in CDS	0.124	-3.109	0	30.19		75	16.9	4437	2367290	2371726	+	18	0	3.29	N/A	N/A	N/A		
chr14	PF3D7_1457800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-1.717	3	33.27		20	13.23	1512	2372236	2373747	-	18	0	3.93	N/A	N/A	N/A		
chr14	PF3D7_1457900	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.955	-2.91	1	71.85		141	13.6	10368	2375582	2385949	+	21	0	3.7	N/A	N/A	N/A		
chr14	PF3D7_1458000	cysteine proteinase falcipain 1	Non - Mutable in CDS	0.138	-3.008	0	9.3		23	13.45	1710	2387789	2389498	+	20	0	4.43	"entry into host cell, hemoglobin catabolic process, proteolysis"	cysteine-type peptidase activity	N/A		
chr14	PF3D7_1458100	"protein PET117, putative"	Non - Mutable in CDS	0.996	0	0	0	tentative	1	5.65	177	2390729	2390905	+	12	0	2	N/A	N/A	mitochondrion		
chr14	PF3D7_1458200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.205	0	0	0	tentative	7	21.02	333	2391121	2391604	+	18	0	1.25	N/A	N/A	N/A		
chr14	PF3D7_1458300	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.324	7	806.54		72	15.7	4587	2391786	2396834	-	18	0	2	N/A	N/A	N/A		
chr14	PF3D7_1458400	aminodeoxychorismate lyase	Mutable in CDS	0.992	-2.98	2	21.79		17	17.88	951	2397922	2398872	-	18	0	12.5	N/A	"4-amino-4-deoxychorismate lyase activity, transaminase activity"	N/A		
chr14	PF3D7_1458500	"spindle assembly abnormal protein 4, putative"	Mutable in CDS	1	-2.613	3	30.72		42	9.52	4410	2400518	2405414	+	18	0	2.92	N/A	N/A	N/A		
chr14	PF3D7_1458600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.132	-2.952	0	14.36		48	13.75	3492	2406671	2410162	+	18	0	2.25	N/A	N/A	N/A		
chr14	PF3D7_1458700	"exonuclease V, mitochondrial, putative"	Non - Mutable in CDS	0.173	-3.097	0	3.32		13	12.24	1062	2410957	2412018	-	18	0	1.8	N/A	N/A	N/A		
chr14	PF3D7_1458800	"DNA-directed RNA polymerase III subunit RPC5, putative"	Non - Mutable in CDS	0.119	-3.131	0	11.03		41	15.78	2598	2414873	2417470	-	18	0	3.21	N/A	N/A	N/A		
chr14	PF3D7_1458900	"golgi apparatus membrane protein TVP23, putative"	Mutable in CDS	1	-2.198	3	27.39		9	12.99	693	2418425	2419301	+	19	0	10	N/A	N/A	N/A		
chr14	PF3D7_1459000	ATP-dependent RNA helicase DBP5	Non - Mutable in CDS	0.13	-2.887	0	11.65		31	13.93	2226	2420767	2422992	+	18	0	2.32	N/A	ATP-dependent RNA helicase activity	N/A		
chr14	PF3D7_1459100	"GTP-binding protein, putative"	Non - Mutable in CDS	0.123	-3.112	0	16.37		40	16.71	2394	2423910	2426303	+	18	0	2.06	N/A	N/A	N/A		
chr14	PF3D7_1459200	"WD repeat-containing protein, putative"	Mutable in CDS	1	0.114	3	506.16		36	12.55	2868	2427227	2430094	-	11	0	4.39	N/A	N/A	N/A		
chr14	PF3D7_1459300	"OPA3-like protein, putative"	Mutable in CDS	0.936	-2.228	1	6.05		8	14.04	570	2432180	2432749	+	18	0	3	N/A	N/A	apicoplast		
chr14	PF3D7_1459400	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.131	-3.143	0	9.87		18	17.6	1023	2433364	2434386	-	18	0	1.67	N/A	N/A	N/A		
chr14	PF3D7_1459500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-1.858	3	107.8		47	16.08	2922	2436698	2439619	+	19	0	2.69	N/A	N/A	N/A		
chr14	PF3D7_1459600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.121	-3.002	0	11.89		36	14.96	2406	2441348	2443899	+	18	0	6.5	N/A	N/A	N/A		
chr14	PF3D7_1459700	"pyridoxal 5'-phosphate synthase, putative"	Mutable in CDS	0.393	-3.104	1	7.95		17	19.68	864	2444476	2446182	-	18	0	2.25	N/A	pyridoxamine-phosphate oxidase activity	N/A		
chr14	PF3D7_1459800	"bax inhibitor 1, putative"	Non - Mutable in CDS	0.256	-2.62	0	3.98		8	10.93	732	2446987	2448302	-	19	0	1	N/A	N/A	N/A		
chr14	PF3D7_1459900	"conserved Plasmodium membrane protein, unknown function"	Non - Mutable in CDS	0.183	-2.982	0	1.22		7	12.03	582	2450211	2450792	-	18	0	1.67	N/A	N/A	N/A		
chr14	PF3D7_1460000	"biotin protein ligase, putative"	Non - Mutable in CDS	0.229	-2.657	0	6.32		10	11.26	888	2452474	2453361	+	28	1	2.88	N/A	N/A	N/A		
chr14	PF3D7_1460100	FYVE and coiled-coil domain-containing protein	Non - Mutable in CDS	0.121	-3.047	0	10.1		16	16.36	978	2454906	2455883	+	18	0	8	N/A	phosphatidylinositol-3-phosphate binding	food vacuole		
chr14	PF3D7_1460200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.128	-3.248	0	8.75		16	17.32	924	2456883	2457806	-	18	0	5	N/A	N/A	N/A		
chr14	PF3D7_1460300	"60S ribosomal protein L29, putative"	Mutable in CDS	0.399	-0.06	1	36.94		4	19.61	204	2459218	2459968	-	16	0	0	N/A	N/A	N/A		
chr14	PF3D7_1460400	ubiquitin carboxyl-terminal hydrolase isozyme L3	Non - Mutable in CDS	0.652	-2.016	0	4.57		6	8.58	699	2461325	2463108	+	18	0	0.83	"protein deneddylation, protein deubiquitination, ubiquitin-dependent protein catabolic process"	"ubiquitin binding, ubiquitin thiolesterase activity"	ubiquitin ligase complex		
chr14	PF3D7_1460500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.428	2	57.6		64	13.06	4899	2466095	2470993	+	1	0	7	N/A	N/A	N/A		
chr14	PF3D7_1460600	inner membrane complex sub-compartment protein 3	Non - Mutable in CDS	0.567	-2.264	0	0.93	tentative	4	8.95	447	2473762	2474208	+	18	0	1	N/A	N/A	"cell periphery, inner membrane complex"		
chr14	PF3D7_1460700	60S ribosomal protein L27	Non - Mutable in CDS	0.138	-3.337	0	2.58	tentative	8	18.14	441	2475505	2476477	-	17	0	1.5	translation	structural constituent of ribosome	cytosolic large ribosomal subunit		
chr14	PF3D7_1460800	"snRNA-activating protein complex subunit 3, putative"	Non - Mutable in CDS	0.134	-2.874	0	7.7		26	13.63	1908	2477832	2479739	-	18	0	6.71	N/A	N/A	N/A		
chr14	PF3D7_1460900.1	"apicoplast ribosomal protein S10, putative"	Non - Mutable in CDS	0.238	-2.754	0	1.42		9	11.15	807	2480444	2481920	+	19	1	1	N/A	N/A	N/A		
chr14	PF3D7_1461000	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.123	-3.17	0	11.29		25	16.8	1488	2482779	2485090	+	18	0	2.8	N/A	N/A	N/A		
chr14	PF3D7_1461100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	0.792	2	615.06		30	12.11	2478	2485868	2488624	+	18	0	1.63	N/A	N/A	N/A		
